Name,Price,Images,Details
"99 Brand Root Beer Liqueur, Liquor",,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_05389522-1086-45f8-a8d3-87cac59470f2.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_19e7eb46-52ce-4e40-9b99-9a7aa30b67fe.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3035a39e-e9db-4e62-811b-01cea1e1a01e.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_75bf7ae6-4880-42ff-855b-6765b0c11d86.jpg","Liven up your experience with the exciting flavor of 99 Brand Root Beer Liqueur. With 27 cordials flavors and growing, 99 is America's #1 cordials brand. These liqueur shots are an amazing way to celebrate the good times and chill vibes. Each bottle of 99 Brand Root Beer liqueur has zero sugar and per 155 calories per 1.5 ounce shot. At 49.5% alcohol, 99 can be enjoyed straight out of the bottle as shots for a burst of tasty root beer flavor. Perfect for any party or celebration with friends, 99 Root Beer tastes great in a multitude of spectacular alcoholic beverages, cocktails and mixed drinks. Add a splash to your hard seltzer for a full flavor explosion or combine a shot of this root beer liqueur with other 99 Brand liqueurs, like 99 Bananas, to make a variety of delicious alcoholic beverages. Store 99 Root Beer at room temperature or pour it from your freezer for an icy shot. Live life in color with 99 Brand Liqueur. Please drink responsibly."
Pimm's No.1 Liqueur,$30.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dfe438e5-2ec2-47bb-b6a7-a1b6cdd921a9.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_494b3d44-ceea-4f49-aef0-ba4f3f87f00a.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b491b06b-2ebd-45a3-86b0-97646c61808a.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd75e071-e0d1-4a82-9f20-84503940ee47.jpg","Pimm's No. 1 Liqueur features notes of herbal botanicals, caramelized orange and delicate spices. Use it to make a Pimm's Original cocktail. Perfect as a gift or for any celebration."
1800 The Ultimate Margarita Strawberry Cocktail,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d7a24083-ba38-4e45-a2ca-a3caeae72d8b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a7c7fe1e-f459-4e76-813f-308ee36c6dcd.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2250eba9-90ee-41aa-a52c-da089a662436.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_79e6158f-1c64-46e1-b341-8414a985f605.jpg","1800 The Ultimate Margarita® Strawberry is created with premium tequila perfectly blended with the flavors of sweet red strawberry, backnotes of red currants and fresh lime. The ultimate balance of simplicity and sophistication for a margarita at home - Just pour over ice and enjoy!"
CÎROC Limonata (Made with Vodka Infused with Natural Flavors),$27.99,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e4a2105a-ccf3-4474-8400-acb8c61f8aeb.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6095ce6a-5f9e-4c26-9cc7-bd0e55f00746.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_50133855-a007-4c99-a5e1-41e3632fbd97.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c06a3683-ba55-43a3-8c01-5e393be0d911.jpg",CIROC Limonata (Made with Vodka Infused with Natural Flavors) has tasting notes of lemon and lime citrus flavors fading into a lingering sweetness. It's made with vodka distilled five times from fine French grapes. Best served in a Limonata spritz cocktail.
"Redbreast Single Pot Still Irish Whiskey, Ireland, 750 ml",$64.09,https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f6857da1-d764-4560-be3c-51f9909ea64e.jpeg,"Redbreast 12 Year Old Single Pot Still Irish Whiskey is the brand's signature bottling and the definitive introduction to the Redbreast range with the flavor complexity and distinctive qualities of pot still whiskey. Made from a mash of malted and unmalted barley, this liquor features a complex spicy and fruity aroma with toasted wood notes evident. Full-flavored, complex and silky smooth alcohol offers a harmonious balance of spicy, fruity, sherry and toasted notes, leading to a satisfyingly long finish with complex flavors that linger on the palate. The Irish whiskey is triple distilled in copper pots and matured in a combination of Bourbon-seasoned American oak barrels and Oloroso Sherry-seasoned Spanish oak butts, creating a distinctive sherry style that's a joy to behold. Enjoy Redbreast neat or on the rocks in a whiskey glass, or use it to make your favorite alcohol drinks and cocktails, including an Old Fashioned or Whiskey Sour. Discover the Redbreast family flock of whiskeys. Drink Responsibly., IRISH WHISKEY: Signature bottling of 12 year old single pot still Irish whiskey with a complex flavor, INCLUDES: One 750 mL bottle of Redbreast 12 Year Old Single Pot Still Irish Whiskey; 80 proof or 40% alcohol by volume; Enjoy and drink responsibly, TASTE: Balanced spicy, fruity, sherry and toasted notes lead to a satisfyingly long finish with complex flavors that linger on the palate, FULL FLAVOR: Irish whiskey is triple distilled in copper pots and matured in a combination of Bourbon-seasoned American oak barrels and Oloroso Sherry-seasoned Spanish oak butts, WHISKEY FOR ANY OCCASION: Enjoy Redbreast neat, on the rocks, or in your favorite cocktail"
RumChata Caribbean Rum with Cream,$39.98,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43e23721-b758-47bf-af7a-ccc522d6cf3f.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4c32bb9-c3a5-4b5e-b481-f09fe64b8dfc.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a91066ba-5bc2-4055-8c40-5ade8d24bc5f.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9851d62d-8b29-40b2-8858-369e77145e0e.png","RumChata blends 5x distilled premium Caribbean rum, real Wisconsin dairy cream, cinnamon and vanilla flavors for a unique, vacation-like experience in every sip! Its versatility and mixability make it the perfect cream liqueur for any season, whether you’re looking for smooth shots, tasty summer drinks, or a fantastic addition to coffee or hot chocolate. RumChata is perfect for enjoying Sunday brunch with friends or for making a delicious dessert drink, like a RumChata martini, after a dinner party. In addition to Horchata, RumChata is available in Coconut Cream and Pineapple Cream."
Jack Daniel's Tennessee Whiskey,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7423a954-20e1-4e9f-90da-1997f57196e0.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf85ceeb-193a-440b-8a69-fc590321ba9d.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a83476f2-ff56-4bb0-b19e-2abe8d830efa.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e1049be-65c4-43b0-8fac-d3b04acdf777.jpg","Jack Daniel's Old No. 7 Tennessee Whiskey is one of the world's best-selling whiskeys with a smooth character and flavor, true to Mr. Jack Daniel's original recipe. This American whiskey is made from the finest corn, rye and barley malt mixed with the iron-free water that flows from the Cave Spring right on grounds of the distillery. From there, Jack Daniel's Tennessee Whiskey is charcoal mellowed, drop by drop, through 10 feet of sugar maple charcoal, which imparts the distinct smoothness of this best-in-class whiskey. Finally, Jack Daniel's Tennessee Whiskey is matured in handcrafted, charred white oak barrels until the tasters decide it's ready. Jack Daniel's Old No. 7 is perfect with great music and in great company. Enjoy it neat, on the rocks, or in your favorite cocktails and alcohol drinks, like an Old Fashioned or Whiskey Sour cocktail. Please Drink Responsibly., One 50 mL bottle of Jack Daniel's Old No. 7 Tennessee Whiskey, Jack Daniel's Tennessee Whiskey has smooth character with a balance of sweet and oaky flavors, true to the original recipe, Whiskey that is made from the finest corn, rye and barley malt mixed with iron-free water, Mellowed drop by drop through 10 feet of sugar maple charcoal then matured in handcrafted, white oak whiskey barrels, Enjoy this alcohol liquor neat, on the rocks, or in your favorite alcohol drinks such as Jack & Cola or an Old Fashioned"
Flor de Caña Rum,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f5b8f362-5430-42b2-800c-fa140b3feb0e.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dde73b0a-d871-4afe-b20b-535ad2b0f4fe.png","Flor de Cana 7 Year Old Gran Reserva is a premium full-bodied rum with no added sugar. This mahogany rum has aromas of toasted coconuts, vanilla and figs, honey and dark chocolate taste with a long and smooth finish., Best enjoyed with sparkling water or sodas., Flor de Caña rums are naturally aged in small white oak bourbon barrels sealed with plantain leaves, creating a unique rum with tropical notes., The fertility of its soil, the volcanic climate to which the barrels are exposed during the aging process and the enriched volcanic water contribute in creating a singularly smooth and rum with rich flavor., Please enjoy responsibly., • Naturally Aged at the base of a Volcano, • No sugar added, gluten free and kosher, • Fair Trade Certified, • Distilled 100% with Renewable Energy, • Aroma: Toasted coconuts, vanilla and figs, • Palete: Honey and dark chocolate, • Finish: Long and smooth, • Kosher"
BuzzBallz Lime Rita Chiller 1.5l 30 Proof,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1fb13ae-e874-4f9b-8de1-a178e816712b.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c2a9b77-b77d-4a8a-8365-5b679f32e925.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ccabe589-4f9d-452e-895c-eac44bd17bbc.jpg, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21e747bf-47df-4474-8f4c-f0bd7ab82584.jpg","BuzzBallz is redefining ready-to-go cocktails. With our distinctive ball-shaped design, each drink combines playful convenience with bold, refreshing flavors you’ll love. At 15% ABV, BuzzBallz delivers a cocktail experience that’s both portable and powerful, perfect for parties, hangouts, or any time you want to make life more fun. Fresh, flavorful, and easy to enjoy - BuzzBallz is round, ready, and always in season."
Jim Beam Honey Bourbon Whiskey,,"https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba9a81e9-cea3-42f3-8f4f-1b34dda1e38e.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4be21e41-cd90-42a7-9afa-4a8a5520c538.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_623c78e9-d5b2-4640-9601-be8ce127dc24.png, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4eb4c010-2968-4912-9a7a-0d3dae881755.png","Sweet as honey. Bold as bourbon. Jim Beam Honey opens a smooth chapter in the Jim Beam legend with complex notes of caramel, oak, vanilla and a finish of sweet honey. Made with Kentucky Straight Bourbon Whiskey slowly infused with natural golden honey to produce a sophisticated, deep, rich flavor with honey aroma, it stays true to the secret family recipe of Jim Beam. Sweet but not too sweet, Jim Beam Honey has the perfect touch of golden honey allowing its warming sweetness to shine without losing the mellow smoothness of our original bourbon. So whether you're craving a cocktail with a sweeter side or an easy sipper, this is the bee's knees. After seven generations of master distillers, the Jim Beam family tradition continues today with Jim Beam Honey and more. As the First Family of Bourbon, we were there when it all began. But we've never been the type to rest on our laurels. Always innovating, always taking bourbon to new heights--that's the Jim Beam way. And after more than two centuries, we have no intention of doing things any differently. Since we sold our first batch in 1795, each of our family distillers has found an opportunity to push our story forward and keep the tradition of Jacob Beam alive for the next generation of bourbon drinkers., • Sweet as honey and bold as bourbon, there's a lot of buzz around Jim Beam Honey, • The touch of honey in this infused bourbon isn't too strong or too subtle, letting both the bourbon tones and the honey sweetness shine through, • Sweet floral notes of honey perfectly pair with the oak and vanilla notes of bourbon, • Enjoy mixed with ginger ale, apple juice and club soda, or straight from the fridge"
