Product Name,Discount Price,Actual Price,Color,SKU,Image URLs,US Size,CA Size,UK Size,AU Size,EU Size,BR Size,FR Size,RU Size,Style,Pattern Type,Material,Neckline,Sleeve Style,Length,Occasion,Package Include,Type,Decoration,Fit Type,Fabric Elasticity,Sheer,Care Instructions,Sleeve Type
Long Sleeve T Shirts Button Down Slim Fit Tops Crewneck Ribbed Top,$6.79,$9.05,White,SKU: ODS5090-bwdf2-w,"""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc"", ""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc-sec"", ""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc-0"", ""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc-1"", ""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc-2"", ""https://image.geeko.ltd/small/fff9e50b-eda5-4077-8a34-5883a50f54c4-69191-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 94%Viscose,6%Elastane", Round Neck, Short Sleeve, Regular," Daily,Vacation", 1*T-Shirt, Regular, Button, Skinny, Non-Stretch, No, Machine wash or professional dry clean,
V-Neck Contrast Lace Tank Top,$6.04,$8.05,,SKU: ODS5177-bwla2-hp,"""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc"", ""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc-sec"", ""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc-0"", ""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc-1"", ""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc-2"", ""https://image.geeko.ltd/small/8031161c-98e0-40f1-bd7d-72c47791cb95-01442-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Plain, 100%Polyester, V-Neck, Thick Strap, Regular," Daily,Vacation", 1*Top, Tank, Contrast Lace, Regular, Slight Stretch, No," Hand wash, do not dry clean",
Crewneck Half Zipper Design Long Sleeve Knit Sweater Casual Pullover Tops,$11.05,$14.73,,SKU: ODT99316-bwdf2-bl,"""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-sec"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-0"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-1"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-2"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-3"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-4"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-5"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-6"", ""https://image.geeko.ltd/small/84660358-7fee-4087-bd8b-ce5c74a6c2a1-90142-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Plain, 100%Acrylic, Round Neck, Long Sleeve, Regular, Daily, 1*Sweater, Sweater," Button,Zipper", Regular, High Stretch, No," Machine wash, do not dry clean",
Halter Chain Decor Textured Tank Top,$6.69,$8.92,Green,SKU: YFG8890V-bwdf2-gr,"""https://image.geeko.ltd/small/490f3a5f-7f6e-41b5-88d6-071195a6d9cd-01806-pc"", ""https://image.geeko.ltd/small/490f3a5f-7f6e-41b5-88d6-071195a6d9cd-01806-pc-sec"", ""https://image.geeko.ltd/small/490f3a5f-7f6e-41b5-88d6-071195a6d9cd-01806-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain, 100%Polyester, Halter, Sleeveless, Regular, Daily, 1*Top, Tank," Button,Chain", Skinny, Slight Stretch,,,
Halter Chain Decor Textured Tank Top,$6.69,$8.92,White,SKU: YFG8890V-bwdf2-w,"""https://image.geeko.ltd/small/23044ee6-4c34-4193-8219-c6ec41b7a2da-01797-pc"", ""https://image.geeko.ltd/small/23044ee6-4c34-4193-8219-c6ec41b7a2da-01797-pc-sec"", ""https://image.geeko.ltd/small/23044ee6-4c34-4193-8219-c6ec41b7a2da-01797-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain, 100%Polyester, Halter, Sleeveless, Regular, Daily, 1*Top, Tank," Button,Chain", Skinny, Slight Stretch,,,
Geometric Pattern Tank Top,$5.28,$7.04,,SKU: MJ043300X-bwdf2-or,"""https://image.geeko.ltd/small/5517ad91-9c0e-4a58-8a62-11529acdd8f0-01257-pc"", ""https://image.geeko.ltd/small/5517ad91-9c0e-4a58-8a62-11529acdd8f0-01257-pc-sec"", ""https://image.geeko.ltd/small/5517ad91-9c0e-4a58-8a62-11529acdd8f0-01257-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Geometric," 95%Polyester,5%Elastane", Round Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Others, Skinny, Medium Stretch, No, Machine wash or professional dry clean,
Tribal Print Knotted Tank Top,$5.20,$6.93,,SKU: LHZY2055A6-bwdf-mu,"""https://image.geeko.ltd/small/6a8a3aed-a46c-493b-ac9f-38d3da39cca0-62264-pc"", ""https://image.geeko.ltd/small/6a8a3aed-a46c-493b-ac9f-38d3da39cca0-62264-pc-sec"", ""https://image.geeko.ltd/small/6a8a3aed-a46c-493b-ac9f-38d3da39cca0-62264-pc-0""","L(8-10), M(6), XL(12)","L, M, XL","L(12-14), M(10), XL(16)","L(12-14), M(10), XL(16)","L(40-42), M(38), XL(44)","G(L), M(M), GG(XL)","L(40-42), M(38), XL(44)","L, M, XL"," Boho,Chic", Tribal, 100%Polyester, Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank, Tied Detail, Regular, Slight Stretch, No, Machine wash or professional dry clean,
Tie Dye Print Knotted Tank Top,$5.20,$6.93,,SKU: LHZY2055A9-bwdf-mu,"""https://image.geeko.ltd/small/1b9cfae6-9048-4b0a-b85b-b0d867b19f5d-24580-pc"", ""https://image.geeko.ltd/small/1b9cfae6-9048-4b0a-b85b-b0d867b19f5d-24580-pc-sec"", ""https://image.geeko.ltd/small/1b9cfae6-9048-4b0a-b85b-b0d867b19f5d-24580-pc-0""","L(8-10), M(6), XL(12)","L, M, XL","L(12-14), M(10), XL(16)","L(12-14), M(10), XL(16)","L(40-42), M(38), XL(44)","G(L), M(M), GG(XL)","L(40-42), M(38), XL(44)","L, M, XL", Chic, Tie Dye, 100%Polyester, Round Neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank, Tied Detail, Regular, Slight Stretch, No, Machine wash or professional dry clean,
Feather Print Guipure Lace Tank Top,$6.38,$8.5,,SKU: LZS6500H-bwdf2-gr,"""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc"", ""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc-sec"", ""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc-0"", ""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc-1"", ""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc-2"", ""https://image.geeko.ltd/small/c9a976e6-e8b4-4997-ab68-ee50da0fcd3f-35192-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Graphic, 100%Polyester, V-Neck," Sleeveless,Thick Strap", Regular," Daily,Vacation", 1*Top, Tank, Contrast Lace, Regular, Slight Stretch, No, Machine wash or professional dry clean,
Floral Pattern Beaded Knit Tank Top,$8.45,$11.26,Hot Pink,SKU: WMMO0002-bwdf2-hp,"""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc-sec"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc-0"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc-1"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc-2"", ""https://image.geeko.ltd/small/c829426f-e434-4a05-9fa0-004b5d1ebb48-01622-pc-3""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Beaded, Skinny, Slight Stretch, No, Hand wash or dry clean,
Floral Pattern Beaded Knit Tank Top,$8.45,$11.26,Purple,SKU: WMMO0002-bwdf2-pu,"""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-sec"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-0"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-1"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-2"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-3"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-4"", ""https://image.geeko.ltd/small/60fcc556-e53c-471a-aba6-a4ccc9bd4694-07250-pc-5""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Casual,Chic", Floral," 97%Polyester,3%Elastane", U-Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Beaded, Skinny, Slight Stretch, No, Hand wash or dry clean,
Butterfly Print V Neck Chain Design Sleeveless Tank,$5.94,$7.92,,SKU: MJ2001D-bwdf2-w,"""https://image.geeko.ltd/small/a5de4c15-97cf-4255-8880-fbcfb434595b-08601-pc"", ""https://image.geeko.ltd/small/a5de4c15-97cf-4255-8880-fbcfb434595b-08601-pc-sec"", ""https://image.geeko.ltd/small/a5de4c15-97cf-4255-8880-fbcfb434595b-08601-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Sexy, Butterfly, Polyester, V neck, Sleeveless, Regular," Daily,Vacation", 1*Top, Tank, Cutout, Regular,,,,
V-Neck Hollow Out Tank Top,$7.67,$10.22,,SKU: LZQ7218N-bwdf2-bl,"""https://image.geeko.ltd/small/a683f7e6-f594-450c-9753-d6cd429086ff-46596-pc"", ""https://image.geeko.ltd/small/a683f7e6-f594-450c-9753-d6cd429086ff-46596-pc-sec"", ""https://image.geeko.ltd/small/a683f7e6-f594-450c-9753-d6cd429086ff-46596-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Casual, Plain," 93%Polyester,7%Elastane", V-Neck, Sleeveless, Regular, Daily, 1*Top, Tank, Hollow-out, Skinny, Medium Stretch, No, Machine wash or professional dry clean,
Casual Jacket Sequin Patchwork Long Sleeve Jacket Top Button Front Raw Hem Oversized Denim Shacket,$16.97,$22.63,Khaki,SKU: WMHL1018-bwdf-kh,"""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-sec"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-0"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-1"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-2"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-3"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-4"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-5"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-6"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-7"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-8"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-9"", ""https://image.geeko.ltd/small/6e3c550e-bf9e-4443-84d7-83cea4649b07-71264-pc-10""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Colorblock, 100%Cotton, Turn-down Collar, Long Sleeve, Long, Daily, 1*Shacket, Shacket," Contrast Sequin,Raw Hem", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Casual Jacket Sequin Patchwork Long Sleeve Jacket Top Button Front Raw Hem Oversized Denim Shacket,$16.97,$22.63,Lighted Blue,SKU: WMHL1018-bwdf-ldb,"""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-sec"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-0"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-1"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-2"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-3"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-4"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-5"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-6"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-7"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-8"", ""https://image.geeko.ltd/small/e70a7b2d-21e3-4918-b3db-ffbf176e2ff6-70505-pc-9""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Colorblock, 100%Cotton, Turn-down Collar, Long Sleeve, Long, Daily, 1*Shacket, Shacket," Contrast Sequin,Raw Hem", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Casual Jacket Sequin Patchwork Long Sleeve Jacket Top Button Front Raw Hem Oversized Denim Shacket,$16.97,$22.63,Light Green,SKU: WMHL1018-bwdf-lgr,"""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-sec"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-0"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-1"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-2"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-3"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-4"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-5"", ""https://image.geeko.ltd/small/2eec591a-66b3-4524-9265-5fb492e23087-10980-pc-6""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Colorblock, 100%Cotton, Turn-down Collar, Long Sleeve, Long, Daily, 1*Shacket, Shacket," Contrast Sequin,Raw Hem", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Casual Jacket Sequin Patchwork Long Sleeve Jacket Top Button Front Raw Hem Oversized Denim Shacket,$16.97,$22.63,Light Pink,SKU: WMHL1018-bwdf-lp,"""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-sec"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-0"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-1"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-2"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-3"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-4"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-5"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-6"", ""https://image.geeko.ltd/small/17b9f7a3-9ca1-4f10-b716-21d241df7d01-54760-pc-7""","L(8-10), M(6), S(4), XL(12), XXL(14)","L, M, S, XL, XXL","L(12-14), M(10), S(8), XL(16), XXL(18)","L(12-14), M(10), S(8), XL(16), XXL(18)","L(40-42), M(38), S(36), XL(44), XXL(46)","G(L), M(M), P(S), GG(XL), EG(XXL)","L(40-42), M(38), S(36), XL(44), XXL(46)","L, M, S, XL, XXL", Chic, Colorblock, 100%Cotton, Turn-down Collar, Long Sleeve, Long, Daily, 1*Shacket, Shacket," Contrast Sequin,Raw Hem", Regular, Slight Stretch, No," Machine wash, do not dry clean",
Ruched Sleeveless Plunge Sequin Bodysuit,$9.49,$12.65,,SKU: LZR18164-bwdf2-gd,"""https://image.geeko.ltd/small/d00812b2-5c59-4deb-8324-c4792cbc42bb-10536-pc"", ""https://image.geeko.ltd/small/d00812b2-5c59-4deb-8324-c4792cbc42bb-10536-pc"", ""https://image.geeko.ltd/small/d00812b2-5c59-4deb-8324-c4792cbc42bb-10536-pc-sec"", ""https://image.geeko.ltd/small/d00812b2-5c59-4deb-8324-c4792cbc42bb-10536-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL", Chic, Plain," 95%Polyester,5%Elastane", Plunge, Sleeveless, Regular, Daily, 1*Bodysuit, Bodysuit," Allover Sequin,Ruched", Regular, Medium Stretch, No," Hand wash, do not dry clean",
Tied Detail Ribbed Cami Top,$7.12,$9.49,Apricot,SKU: LZR18331B-bwdf2-Ap,"""https://image.geeko.ltd/small/3b545a05-7acd-4825-89c5-4f5d1510779b-32094-pc"", ""https://image.geeko.ltd/small/3b545a05-7acd-4825-89c5-4f5d1510779b-32094-pc"", ""https://image.geeko.ltd/small/3b545a05-7acd-4825-89c5-4f5d1510779b-32094-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Plain," 60%Polyester,35%Viscose,5%Elastane", Square Neck, Spaghetti Strap, Regular, Daily, 1*Top," Cami,Ribbed Top", Tied Detail, Skinny, High Stretch,,,
Tied Detail Ribbed Cami Top,$7.12,$9.49,Blue,SKU: LZR18331B-bwdf2-bl,"""https://image.geeko.ltd/small/62c9beb8-0f66-4f9c-8e6d-5dd734d44700-39417-pc"", ""https://image.geeko.ltd/small/62c9beb8-0f66-4f9c-8e6d-5dd734d44700-39417-pc"", ""https://image.geeko.ltd/small/62c9beb8-0f66-4f9c-8e6d-5dd734d44700-39417-pc-sec"", ""https://image.geeko.ltd/small/62c9beb8-0f66-4f9c-8e6d-5dd734d44700-39417-pc-0""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Plain," 60%Polyester,35%Viscose,5%Elastane", Square Neck, Spaghetti Strap, Regular, Daily, 1*Top," Cami,Ribbed Top", Tied Detail, Skinny, High Stretch,,,
Tied Detail Ribbed Cami Top,$7.12,$9.49,Red,SKU: LZR18331B-bwdf2-r,"""https://image.geeko.ltd/small/7d754831-551f-4b67-b477-369aa293a817-33021-pc"", ""https://image.geeko.ltd/small/7d754831-551f-4b67-b477-369aa293a817-33021-pc"", ""https://image.geeko.ltd/small/7d754831-551f-4b67-b477-369aa293a817-33021-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Plain," 60%Polyester,35%Viscose,5%Elastane", Square Neck, Spaghetti Strap, Regular, Daily, 1*Top," Cami,Ribbed Top", Tied Detail, Skinny, High Stretch,,,
Tied Detail Ribbed Cami Top,$7.12,$9.49,Pink,SKU: LZR18331B-bwdf2-pi,"""https://image.geeko.ltd/small/105e023d-4724-419b-a1ce-14dc5c67f305-22665-pc"", ""https://image.geeko.ltd/small/105e023d-4724-419b-a1ce-14dc5c67f305-22665-pc"", ""https://image.geeko.ltd/small/105e023d-4724-419b-a1ce-14dc5c67f305-22665-pc-sec""","L(8-10), M(6), S(4), XL(12)","L, M, S, XL","L(12-14), M(10), S(8), XL(16)","L(12-14), M(10), S(8), XL(16)","L(40-42), M(38), S(36), XL(44)","G(L), M(M), P(S), GG(XL)","L(40-42), M(38), S(36), XL(44)","L, M, S, XL"," Chic,Sexy", Plain," 60%Polyester,35%Viscose,5%Elastane", Square Neck, Spaghetti Strap, Regular, Daily, 1*Top," Cami,Ribbed Top", Tied Detail, Skinny, High Stretch,,,
