Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Milk Free
Oscar Mayer Hard Salami Sliced Deli Sandwich Lunch Meat,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf14d511-f1d6-4081-a9ab-30158f8f5ca7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c09d4ac2-a3e2-4d75-a7a8-5b9ee2cd159f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2a85c1d-dbeb-4af9-96c8-e1ace8d91f5e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e36e3882-7d18-48b2-a205-e03aae778f37.jpg 4x","Oscar Mayer Hard Salami Lunch Meat, with natural smoked flavor added, is a great option for sandwiches or as a snack between meals. Made with quality sliced meat, this fully cooked hard salami has a familiar flavor with a smoky kick. Salami slices are always a great choice for making lunch at home or work. Use our sliced hard salami to make a tasty salami sandwich for school lunches, or add it to your favorite charcuterie board or meat tray. Hard salami sandwich meat is also delicious on salads or with cheese and crackers. Keep Oscar Mayer lunch meat refrigerated in the resealable 8-ounce pack. If you enjoy our hard salami, try our cotto salami lunch meat and many other varieties of deli department cold cuts.,• One 8 oz plastic pack of Oscar Mayer Hard Salami Natural Smoke Flavor Added Sliced Lunch Meat,• Oscar Mayer Hard Salami is a great sandwich meat with added natural smoked flavor,• Quality salami slices provide classic deli meat taste with a hint of smokiness,• Fully cooked deli lunch meat that's ready to eat,• Fully cooked hard salami Natural Smoke Flavor Added is ready to eat,• Resealable package to ensure freshness,• So many ways to keep it Oscar with our wide range of cold cuts, bacons, hot dogs and meat snack plates,• SNAP & EBT eligible food item","Pork, Beef, Salt, Contains Less Than 2% Of Sugar, Water, Flavor, Rosemary Extract, Natural Smoke Flavoring, Lactic Acid Starter Culture, Sodium Nitrite, Sodium Ascorbate","Once Opened, Use Within 7 Days. Keep Refrigerated.",,,,
"Reser’s Main St Bistro Potatoes, Garlic & Rosemary, Roasted",,$8.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_48b7e7b0-6293-4103-9cf8-432995af943f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7476330a-84f2-45e9-8c0e-7a6396a69cf6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e7f05360-644e-4fc6-b29a-b2aaf4feee05.png 4x","Make dinner memorable with the made-from-scratch taste of Main St Bistro Roasted Garlic & Rosemary Potatoes. This delicious oven roasted side dish is ready in minutes so it pairs quickly and easily with your favorite entree. A medley of oven roasted sliced baby red and yellow potatoes seasoned with garlic and rosemary. Heat in the microwave or oven and get that great roasted taste without all of the preparation.,• Ready in 6 minutes,• Great in the Air Fryer,• No artificial colors or flavors","Red And Yellow Potatoes, Avocado Oil, Dried Garlic, Rosemary, Salt","Heating Instructions: Microwave: 1. Remove tray from package, peel back film, and put product in a microwave safe container. 2. Microwave on high for 3 minutes. 3. Stir product and heat an additional 1-1/2 minutes. Let stand for 1 minute before serving. Microwaves vary, adjust heat times as needed. Caution: Product and container will be hot. Oven: Preheat oven to 425 degrees F. Remove tray from packaging and completely remove film. Place uncovered metal tray on middle rack of oven. Heat for 15 minutes. Stir product and place back in oven and heat for an additional 7 minutes or until hot. Conventional ovens may vary, adjust heating times as needed. Caution: product and tray will be hot. Do not prepare in toaster oven, do not broil.,Keep refrigerated.",,,,
"Reser’s Main St Bistro Potatoes, Sea Salt & Black Pepper, Roasted",,$8.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4864e971-9d39-40b4-8215-f5851006a218.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29fd7f5b-d234-4e85-a1ce-5552a4dd1363.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_582ce8ef-b159-401d-bfb0-e2f6f44eec4d.png 4x","Make dinner memorable with the made-from-scratch taste of Main St Bistro Roasted Sea Salt & Black Pepper Potatoes. This delicious oven roasted side fully prepared dish is ready in minutes so it pairs quickly and easily with your favorite entree. A medley of oven roasted sliced baby red, yellow, and purple potatoes seasoned with sea salt and black pepper. Heat in the microwave or oven and get that great roasted taste without all of the preparation.,• Ready in 6 minutes,• Oven roasted, fully prepared,• Preservative free / no artificial colors or flavors,• Made with fresh baby red and yellow potatoes,• Oven safe tray","Red, Yellow, And Purple Potatoes, Soybean Oil, Sea Salt, Black Pepper, Xanthan Gum.","Heating Instructions: Microwave: 1: Remove tray from package, peel back film, and put product in a microwave safe container. 2: Microwave on high for 3 minutes. 3: Stir product and heat an additional 1-1/2 minutes. 4: Let stand for 1 minute before serving. Microwaves vary, adjust heat times as needed. Oven: Preheat oven to 425 degrees F. Remove tray from packaging and completely remove film. Place uncovered metal tray on middle rack of oven. Heat for 15 minutes. Stir product and place back in oven and heat for an additional 7 minutes or until hot. Conventional ovens may vary, adjust heating times as needed. Caution: Product and container will be hot. Caution: Product and tray will be hot. Do not prepare in toaster oven. Do not broil.,Keep refrigerated.",,,,
"SARGENTO Balanced Breaks® Natural Sharp Cheddar Cheese, Sea-Salted Cashews and Cherry Juice-Infused Dried Cranberries, 1-Count",,$1.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce30a11b-8b9c-4cdd-95b5-a0e505cc76af.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_79519b75-d3c1-4856-ac98-05b386b96476.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_599cd932-1fd2-4634-acea-ed7a03af5069.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4bf49441-e8f0-47e2-98b5-8588ad9e4de8.jpg 4x","You need a snack, and you deserve a break. So get away from your desk. Take a walk. And enjoy a Sargento® Balanced Breaks® Natural Sharp Cheddar Cheese, Sea-Salted Roasted Cashews and Cherry Juice-Infused Dried Cranberries snack kit. Bold, bright Natural Sharp Cheddar Cheese with buttery, creamy, crunchy roasted cashews? Yes, please. And next-level, deliciously tart dried cranberries infused with cherry juice? Genius. So grab a Sargento® Balanced Breaks® snack kit and a few moments for yourself. Take a break, have a snack, get back out there and win your day. From a third-generation, family-owned company.","Cheddar Cheese [Pasteurized Milk, Cheese Culture, Salt, Potato Starch (To Prevent Caking), Enzymes, Annatto(Vegetable Color)], Sea-Salted Roasted Cashews [Cashews, Vegetable Oil (Peanut and/or Sunflower Seed), Sea Salt], CherryJuice-Infused Dried Cranberries (Cranberries, Sugar, Cherry Juice Concentrate, Natural Flavor, Sunflower Oil)",Keep refrigerated.,"Made in a facility that also processes other tree nuts, peanuts, soy and wheat",,,
Taylor Farms Avocado Ranch Chopped Salad Kit,,$4.00, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_38c21d96-1117-4089-bdd4-f4b6fb2b8008.png 4x,"Delicious bright veggies, including romaine, cabbage, carrots, crisp corn, and green onions, come together in this mouthwatering salad. Drizzle with our creamy Avocado Ranch Dressing for a refreshing salad with light cilantro and a hint of heat from taco-seasoned cheese.,• Complete salad kit including unique toppings & dressing,• Ready in less than 3 minutes,• Includes taco cheese blend,• Avocado ranch dressing included","Green Cabbage, Avocado Ranch Dressing (vegetable Oil [canola And/or Soybean Oil], Nonfat Sour Cream [cultured Skim Milk, Corn Starch, Tapioca Starch, Carrageenan, Locust Bean Gum], Water, Avocado, Egg Yolk, Cilantro, Less Than 2% Of Dried Onion, Sugar, Distilled Vinegar, Salt, Modified Corn Starch, Apple Cider Vinegar, Gluconic Acid, Spices, Lime Juice Concentrate, Seasoning Blend [dextrose, Salt, Natural Flavors, Modified Corn Starch], Maltodextrin, Cultured Dextrose, Dried Garlic, Lactic Acid, Xanthan Gum, Guar Gum, Tocopherols, Dried Bell Pepper, Ground Mustard, Fruit Juices And Turmeric Extract [color], Dried Lemon Peel, Citric Acid), Romaine Lettuce, Carrot, Shred Taco Cheese Blend (pasteurized Milk, Cheese Culture, Powdered Cellulose [to Prevent Caking], Contains Less Than 2% Of Annatto [vegetable Color], Enzymes, Maltodextrin, Natural Flavor, Paprika Oleoresin [color], Potato Flour, Salt, Spice, Sugar), Green Onion, Corn, Cilantro.",{},"Contains: egg, milk.",,,
Lunchables Turkey & American Cheese Cracker Stackers Kids Lunch Snack Kit,,$3.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a228483-159d-4d54-8b87-bc8f961555dc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b42e96f-2da8-4ad9-975a-2afcb6411d08.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a4f9fc0d-12d5-41ae-b5f5-b03ceb1aefe2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09ea093f-089e-40d9-862f-7812b23bcc33.jpg 4x","Built to be eaten, our Lunchables Turkey and American Cracker Stackers Snack Kit tray is the perfect option for a convenient snack kids will enjoy any time of day! Our snack kit features real, epic food including white meat only Oscar Mayer lean turkey, Kraft American pasteurized prepared cheese product and crackers. Enjoy delectable chocolate creme cookies for a dessert treat. Great for on the go, each ingredient comes in its own individual compartment in our serving tray, making it easy and fun to build your own unique combinations. Every 3.4 ounce plastic tray contains 11 grams of protein per serving. Always remember to keep your Lunchables turkey and American refrigerated until you are ready to experience a delicious snack.,• One 3.4 oz Lunchables Turkey and American Cracker Stackers Snack Kit Tray,• Features real, epic food including white meat only Oscar Mayer lean turkey, Kraft American pasteurized prepared cheese product and crackers,• Includes chocolate creme cookies,• Built to be eaten, Lunchables come conveniently packaged for an easy addition to a school lunch or a quick on-the-go snack,• Our Lunchables plastic snack kit brings buildability to life, letting kids assemble their own snack,• Each kids snack kit is a good source of protein packed with 11 grams of protein per serving,• Keep our convenient on-the-go package refrigerated until it's time for school, mealtime or everyday snacking,• SNAP & EBT eligible food item","Chocolate Sandwich Creme Cookie (sugar, Unbleached Enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Palm And Soybean Oil, Dextrose, Cocoa [processed With Alkali, Contains 2% Or Less Of: High Fructose Corn Syrup, Cornstarch, Sodium Bicarbonate [leavener], Salt, Artificial Flavors, Soy Lecithin, Chocolate), White Turkey - Cured - Smoke Flavor Added (white Turkey, Water, Potassium Lactate, Contains Less Than 2% Of Modified Cornstarch, Dextrose, Salt, Carrageenan, Sodium Phosphates, Sodium Diacetate, Potassium Chloride, Sodium Ascorbate, Natural And Artificial Flavor, Sodium Nitrite, Smoke Flavor), American Pasteurized Prepared Cheese Product (milk, Water, Milk Protein Concentrate, Milkfat, Whey Protein Concentrate, Sodium Citrate, Whey, Salt, Lactic Acid, Sorbic Acid, Cheese Culture, Enzymes, Oleoresin Paprika [color], Annatto Extract [color], With Sunflower Lecithin Added For Slice Separation), Crackers (enriched Flour [wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid], Palm Oil, Sugar, Salt, Baking Soda, Whey [from Milk], Soy Lecithin, Natural Flavor)",Keep Refrigerated.,"Contains wheat, milk, soy.",,,
"SARGENTO Balanced Breaks® Cheese & Crackers, Pepper Jack & Colby-Jack Natural Cheeses and RITZ® Mini Original Crackers Snack Kit, 1-Count",,$1.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4ffbb10d-e2e6-4777-aa08-db74eff45cce.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6cfdbc3e-6151-40e6-9638-989f4ebb2536.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b5791558-9a79-4e1b-b5b7-2d5955c7586f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_52df2ba7-0c3c-44b2-9014-ca655bf2ce1b.jpg 4x","Does your snack break need a little something extra? A little kick, maybe? Grab a Sargento® Balanced Breaks® Cheese & Crackers, Pepper Jack & Colby-Jack Natural Cheeses and RITZ® Mini Original Crackers snack kit, and enjoy buttery, flaky, crispy RITZ® Mini Original Crackers paired with bright, buttery Natural Colby-Jack and the fiery kick of jalapeño and habanero peppers in our creamy, sweet Pepper Jack Natural Cheese. All those mouthwatering flavors in a cracker-size cut help you make the most of snack time, whether you’re at home, school or work. Take a break, have a snack, get back out there and win the rest of your day. From a third-generation, family-owned company.","Monterey Jack Cheese With Jalapeno Peppers (Pasteurized Milk, Jalapeno Peppers, Cheese Culture, Salt,Enzymes), Colby-Jack Cheese [Pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto (Vegetable Color)], Crackers [EnrichedWheat Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Canola Oil, Sugar, Palm Oil,Leavening (Calcium Phosphate and/or Baking Soda), Salt, Soy Lecithin], Potato Starch (To Prevent Caking), Natamycin (ANatural Mold Inhibitor)",,,,,
Marzetti Ranch Veggie Dip 12 oz. Tub,,$5.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f7bd9cf-0d5f-4fe0-b8b6-fb6818d33e69.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93691fbc-0ce1-4559-98df-06d420586c72.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_765146da-e2e5-4973-8bde-b8f51e509831.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29847030-a61c-49cf-938d-bd757eb6aa6d.png 4x","Marzetti Ranch Veggie Dip is the classic flavor that your entire family will love when they’re dipping their favorite veggies. Crafted with all the great taste you love, this dip uses real cream with no artificial flavors and is 90 calories per serving.,• SMOOTH AND CREAMY RANCH DIP: Marzetti Ranch Veggie Dip is a delicious way to enjoy your favorite veggies, with a classic flavor the entire family will love; Just dip or spread,• SERVE WITH FRESH VEGETABLES: Serve our vegetable dip on a tray with your favorite cut veggies, like celery, carrots, and broccoli, for a tasty snack,• NO ARTIFICIAL FLAVORS: Helping you eat better is our priority; Our dip for veggies is made with quality ingredients - like real cream - and no artificial flavors at 90 calories per serving,• FOR EVERY OCCASION: From after-school snacks to party appetizers, you can’t go wrong with a rich vegetable dip; Pair with finger foods such as sliced sandwiches, chips, or pretzels for even more ways to enjoy,• QUALITY INGREDIENTS, REAL TASTE: Indulge in great flavor made from high-quality ingredients; Packaged in a 12-ounce tub; Keep refrigerated for freshness,• TRY OUR FULL LINE OF MARZETTI PRODUCTS: With refrigerated dressings, caramel, fruit and veggie dips, croutons, and lower calorie dressings, we have flavors to satisfy every craving,• GREAT TASTE, ALWAYS; We craft delectable dips and dressings that make you want to eat your fruits and veggies; Our products are delicious and made with care because we believe eating good should taste good, too,• FOR MORE THAN 125 YEARS, we have continued to pursue new ways of delivering unrivaled flavors with fresh, simple ingredients, operating with uncompromising standards of quality and innovation","Cream (Milk, Cream), Skim Milk, Soybean Oil, Distilled Vinegar, Water, Contains 2% or Less of: Egg Yolk, Modified Cornstarch, Salt, Onion (Dried), Garlic (Dried), Lactic Acid, Sugar, Whey, Carrots (Dried), Yeast Extract, Gelatin, Spice, Xanthan Gum, Guar Gum, Natural Flavor, Mono and Di-Glycerides, Sodium Phosphate, Potassium Sorbate Added to Maintain Freshness.",{},,,,
Oscar Mayer Deli Fresh Oven Roasted Turkey Breast Sliced Sandwich Lunch Meat Mega Pack,,$10.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4eb0f9b1-82ee-4a66-8fe1-798bfcc17053.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_493a27e1-1d5b-4195-abad-00e3cde0469a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c814520-6068-4518-9dcd-cf1d39262686.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f502c134-3a42-41c9-96fa-43ad9b7e2ba8.jpg 4x","Oscar Mayer Deli Fresh Oven Roasted Turkey Breast Mega Pack contains quality turkey deli meat with no artificial preservatives, no nitrates or nitrites added, and no added hormones. Deli Fresh Oven Roasted Turkey Breast lunch meat is fully cooked and has a deliciously rich, classic turkey flavor. Deli Fresh makes the perfect lunch - use it to make turkey roll ups for a school lunch, or try making a turkey club with bacon. Deli Fresh Oven Roasted Turkey Breast also makes a great addition to cheese and crackers or a chef salad. Keep the 22 ounce tray refrigerated.,• One 22 oz mega plastic pack plastic tray of Oscar Mayer Deli Fresh Oven Roasted Turkey Breast Browned with Caramel Color Sliced Lunch Meat,• No artificial preservatives, see back of panel for ingredients to support quality,• No nitrates or nitrites added,• No added hormones,• Add a few slices of oven roasted turkey lunch meat to sandwiches, wraps, deli platters, salads, or cheese and crackers,• So many ways to keep it Oscar with our wide range of cold cuts, bacons, hot dogs and meat snack plates,• SNAP & EBT eligible food item,• SNAP & EBT eligible food item","Turkey Breast, Water, Modified Cornstarch, Contains Less Than 2% Of Vinegar, Salt, Sugar, Cultured Dextrose*, Sodium Phosphates, Carrageenan, Carrageenan, Caramel Color, *ingredients To Support Quality","Keep Refrigerated.,Once Opened, Use Within 7 Days.",Do not microwave in package.,Gluten Free,,
Applegate Organic Oven Roasted Turkey Breast,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de76cb81-9d60-4203-86ec-ae3542a3ecd5.png 4x,"Applegate Organic Oven Roasted Turkey Breast is fully cooked, sliced deli meat. It plays well with others. Add to your favorite salad, sandwich or wrap. It's the perfect lunch meat or cold cut. We source from farms, where animals are raised with care and respect. We believe this leads to great tasting products and peace of mind— all part of our mission. Changing The Meat We Eat. USDA Organic. Fully Cooked. Reseal for freshness. Whole30 Approved.,Gluten & casein free. USDA Organic. Certified Organic by Quality Assurance International. Non GMO Project verified. (Turkey raised & fed a diet in compliance with the non-GMO Project standard for avoidance of genetically engineered ingredients). No nitrates or nitrites added (Except those naturally occurring in sea salt). Turkey raised with no antibiotics ever (Turkey never administered antibiotics or animal by-products). Applegate humanely raised (Turkey raised on organic vegetarian feed, on family farms, with at least 33% more space than industry standard and environmental enrichments to promote natural behaviors and well-being). Inspected for wholesomeness by U.S. Department of Agriculture.,• Applegate, Organic Oven Roasted Turkey Breast Sliced, 6oz,• No Antibiotics or Added Hormones,• No Chemical Nitrites or Nitrates,• Non-GMO Project Verified,• Humanely Raised,• Whole30 Approved,• Gluten Free,• Sugar Free, Dairy Free & Casein Free","Organic Turkey Breast***, Water, Contains Less Than 2% Of The Following: Sea Salt, Organic Potato Starch, Organic Chicken Broth, Rosemary Extract, ***turkey Never Administered Antibiotics, Added Growth Hormones, Or Fed Animal By-products. Federal Regulations Prohibit The Use Of Added Hormones In Poultry","Keep refrigerated.,Best within 4 days of opening.",,Gluten Free,,
"Armour LunchMakers Honey Ham & American, with Crackers",,$2.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_28126a08-447c-4c93-bd87-f96e9d324edd.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ece124a4-61e1-4bee-b676-dfbb120979d1.png 4x",,"Honey Ham and Water Product, 35% of Weight is Added Ingredients, Chopped and Formed (Ham, Water, Honey, Salt, Contains 2% or Less of: Potassium Lactate, Modified Food Starch, Dextrose, Sodium Phosphates, Sodium Diacetate, Sodium Erythorbate, Sodium Nitrite), Light Pasteurized Process American Cheese: (Milk, Water, Milk Protein Concentrate, Whey*, Modified Food Starch*, Sodium Citrate, Salt, Lactic Acid, Potassium Citrate, Cheese Culture, Sorbic Acid (Preservative), Enzymes, Color Added, *Ingredient Not in Regular Pasteurized Process American Cheese), Crackers: (Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), High Oleic Canola Oil, Canola Oil and/or Sunflower Oil, Sugar, Contains 2% or Less of Salt, Corn Syrup, Baking Soda, Monocalcium Phosphate. May Contain: Cream, Natural Flavors, Enzymes (Protease, Amylase), Soy Lecithin, Malted Barley Extract, Sodium Acid Pyrophosphate), Butterfinger Bar: (Corn Syrup, Sugar, Peanuts, Vegetable Oil (Palm Kernel Oil and Palm Oil), Peanut Flour, Nonfat Milk, and Less than 2% of Cocoa, Milk, Salt, Soy Lecithin, Natural Flavor, Annatto Color).",Keep refrigerated.,"Contains: soy, peanuts, milk, wheat., Do not heat tray.",,,
Kaukauna Sharp Cheddar Spreadable Cheese Ball,,$8.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8684eec6-cc1a-4b3d-91cb-38d488faf819.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c72bb5cd-319e-4058-acc0-b00e36bd9096.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dfa79964-5c6f-4571-a3cd-8d424f199ec2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3dfc94b3-829c-47db-ad8c-6f2a36fb6047.png 4x","Kaukauna Sharp Cheddar Cheese Ball is made with real Wisconsin cheddar cheese and is covered in crunchy almonds that will satisfy everyone's cravings. Our clean recipe delivers a bold and rich flavor with no artificial flavors and no artificial growth hormones. Serve it anytime of the year as an easy appetizer on a cheese platter, paired with your favorite crackers, meats, fruits, and veggies, or enjoy as a delicious snack with crackers and pretzels. With other flavors to choose from like Port Wine, Smoky Cheddar, and Rose White Cheddar, Kaukauna is sure to delight for any entertaining or snacking occasion!,• Delicious spreadable cheese ball,• Who doesn’t love a classic, Kaukauna Sharp Cheddar Cheese Ball made with real cheddar cheese from Wisconsin; it’s has a bold, strong flavor and pairs with almost anything,• Coated with almonds,• Clean recipe made with real cheese, no artificial flavors, colors from plant sources, no growth hormones","Cheddar Cheese (pasteurized Milk, Salt, Cultures, Enzymes), Water, Deproteinized Whey, Whey, Almonds, Reduced Lactose Whey, Butter (cream, Salt), Skim Milk, Less Than 2% Of Each: Cultured Sugar, Xanthan Gum, Natural Flavor, Lactic Acid, Salt, Annatto Extract (color), Fruit Extract",Keep refrigerated.,"Contains: almonds, milk.",,,
Hillshire Farm Snack Kits - Turkey & Cheddar,,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bbc14130-5c41-4143-ae6b-1b810c836328.jpeg 4x,"Elevate snack time and help fuel your busy day. Our Hillshire Farm Snack Kit contains high-quality Hillshire Farm oven roasted turkey breast slices, all-natural cheddar cheese and wheat crackers. Ideal as a snack or part of a meal, they are ready to eat right from the refrigerator. Each package contains 14 grams of protein for a filling, protein-packed snack. Great for on-the-go snacking, they are perfect for busy days, traveling, after a workout or any time you crave a quick and easy bite to eat. Keep our 2.76 oz single serve pack refrigerated until you're ready to enjoy.,• Hillshire Farm Snack Kit Oven Roasted Turkey Breast, Cheddar Cheese and Wheat Crackers, 2.76 oz Pack,• One 2.76 oz single serve pack of Hillshire Farm Snack Kit with Oven Roasted Turkey Breast, Cheddar Cheese and Wheat Crackers,• Each snack kit contains high-quality Hillshire Farm oven roasted turkey breast slices, all-natural cheddar cheese and wheat crackers,• Ideal as a snack or part of a meal,• Ready-to-eat snack can be enjoyed straight from the refrigerator,• Our kits are perfect to take on the go for a protein-packed snack,• Contains 14 grams of protein per serving","Oven Roasted Turkey Breast Caramel Color Added Turkey Breast, Turkey Broth, Dextrose, Vinegar, Modified Food Starch, Contains 2% Or Less: Sea Salt, Carrageenan, Sodium Phosphate, Salt, Sodium Nitrite, Natural Flavor, Caramel Color. Natural* Cheddar Cheese Cheddar Cheese (pasteurized Milk, Cheese Culture, Salt, Enzymes, Annatto [vegetable Color]). *minimally Processed. No Artificial Ingredients. Wheat Crackers Wheat Crackers [(enriched Flour (wheat Flour, Niacin, Reduced Iron, Vitamin B1 [thiamin Mononitrate], Vitamin B2 [riboflavin], Folic Acid), Whole Wheat Flour, Canola Oil (with Tbhq For Freshness), Sugar, Contains 2% Or Less Of: Salt, Onion, Whey, Malt Extract, Corn Syrup, Leavening (baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Caramel Color, Soy Lecithin].",Unspecified: None,"Contains: soy, wheat contains: milk",,,
Bob Evans Farms Tasteful Sides Singles Macaroni & Cheese,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_438638c6-b696-44c1-b3e1-8d36d01bb2ce.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b8a5c5dd-ba21-4ba3-ba7a-293343e602b7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2a29838-6a4b-40d6-a079-24becf6b4f74.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1f9f09c4-8ce3-4210-98f5-21ca7a1f5ce9.png 4x","The ultimate comfort food, Bob Evans Macaroni and Cheese Single Serving Twin Cups make a convenient and savory side dish. Great for adults as well as kids, Bob Evans Macaroni and Cheese is easily prepared in the microwave - just heat it and eat! The cups are perfectly proportioned to provide just the right serving size. A wholesome meal with homemade taste, Bob Evans Macaroni and Cheese is a good source of calcium and made with real cheddar cheese.,• Includes two single serving cups (six oz each) of Bob Evans Macaroni and Cheese, Refrigerated Sides, 12 ounces total,• Ready to eat in minutes, Bob Evans refrigerated dinner sides are easy to prepare and microwaveable,• Bob Evans Mac and Cheese delivers the rich, comforting, delicious cheddar cheese taste you’d expect from a homemade side dish,• Made with real cheddar cheese, and no artificial colors or flavors,• A wholesome side dish, Bob Evans Macaroni and Cheese is a good source of calcium","Cooked Enriched Pasta (water, Elbow Macaroni [semolina (wheat), Niacin, Iron (ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid]), Milk, Water, Pasteurized Process Cheese Spread (american Cheese [pasteurized Milk, Cheese Culture, Salt, Enzymes], Water, Whey, Sodium Phosphate, Whey Protein Concentrate, Skim Milk, Contains Less Than 2% Of The Following: Milkfat, Salt, Sodium-alginate, Lactic Acid, Artificial Color, Apocaratenal [color]), Cheese (cheddar Cheese [pasteurized Milk, Cheese Culture, Salt, Enzymes], Water, Salt, Annatto [color]), Margarine (liquid Soybean Oil, Water, Salt, Hydrogenated Cottonseed Oil, Soy Lecithin, Vegetable Mono And Diglycerides, Artificial Flavor, Vitamin A Palmitate), Contains Less Than 2% Of The Following: Modified Food Starch, Salt.","Cooking Instructions: Microwave*: 1. Remove board overwrap. 2. Peel back corner or cut a small slit in film to vent. 3. Microwave on high power for 1 1/4 to 1 1/2 minutes. 4. Completely remove film and stir. 5. Let product stand for 2 minutes prior to serving. *Time and temperature settings may vary due to differences in your particular microwave. Always cook this product to 160 degrees F prior to serving.,Keep refrigerated.","Contains: wheat, milk, soy. May contain egg.",,,
